title,studio,domestic_gross_x,foreign_gross,year,id_x,release_date,movie,production_budget,domestic_gross_y,worldwide_gross,id_y,rating,genre,director,writer,runtime
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",270,R,Comedy|Horror|Musical and Performing Arts,Tommy Chong,Tommy Chong|Cheech Marin,91 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",272,PG,Drama,Gordon Parks,Gordon Parks,107 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",273,PG,Action and Adventure|Drama|Kids and Family,,Dana Barratta,94 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",274,R,Action and Adventure|Drama|Western,,,97 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",275,NR,Action and Adventure|Art House and International|Comedy,Gordon Chan,,101 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",276,R,Comedy,Carl Reiner,Steve Martin|Carl Gottlieb|Michael Elias,99 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",277,NR,Classics|Drama,Robert Mulligan,Gavin Lambert,128 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",278,R,Comedy,Bill Bennett,,96 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",279,R,Drama|Science Fiction and Fantasy|Romance,Peter Jackson,Fran Walsh|Peter Jackson,98 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",280,NR,Art House and International,Lo Po-Shan,,89 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",283,NR,Mystery and Suspense,Mickey Keating,Mickey Keating,81 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",284,PG,Action and Adventure|Comedy|Mystery and Suspense,Clive Donner,,94 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",286,PG-13,Action and Adventure|Documentary|Science Fiction and Fantasy|Special Interest|Western,Sam Irwin,,93 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",287,NR,Classics|Drama,,,85 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",288,NR,Art House and International|Mystery and Suspense,Nattawut Poonpiriya,Nattawut Poonpiriya|Tanida Hantaweewatana |Vasudhorn Piyaromna,130 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",289,NR,,,,95 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",292,R,Action and Adventure|Art House and International|Drama|Faith and Spirituality,Bruce Beresford,Brian Moore,101 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",293,NR,Classics|Horror,Jack Curtis,Arnold Drake,87 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",295,PG-13,Drama,Jonathan Kaplan,Barbara Benedek,100 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",296,PG,Action and Adventure|Classics|Comedy|Drama,,Troy Kennedy Martin,143 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",298,NR,Drama|Mystery and Suspense,Sidney Gilliat,,104 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",302,R,Action and Adventure|Drama|Mystery and Suspense,Philip Kaufman,David Mamet|Philip Kaufman|Michael Crichton|Michael Backes,129 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",303,NR,Action and Adventure|Drama|Horror|Mystery and Suspense,Richard Lang,,100 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",305,R,Drama|Science Fiction and Fantasy,Ridley Scott,David Webb Peoples,114 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",306,NR,Classics|Horror|Mystery and Suspense|Science Fiction and Fantasy,Joseph Losey|Leslie Norman,Jimmy Sangster,90 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",308,NR,Horror,,,75 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",309,NR,Classics|Documentary|Drama|Romance,Stanley Kramer,Abby Mann,52 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",310,PG,Action and Adventure|Western,Anthony Harvey,John Briley,111 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",311,PG-13,Art House and International|Drama,Paolo Taviani|Vittorio Taviani,Paolo Taviani|Vittorio Taviani|Sandro Petraglia,120 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",312,R,Art House and International|Drama,Bertrand Tavernier,,132 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",314,PG,Comedy|Kids and Family,William Dear,,111 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",317,NR,Art House and International|Comedy|Drama|Mystery and Suspense,Christopher Roth,,129 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",320,R,Horror,James Bryan,,88 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",323,G,Action and Adventure|Western,Martin Ritt,,111 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",327,NR,,,,13 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",328,NR,Action and Adventure|Classics|Drama|Mystery and Suspense,Douglas Heyes,Douglas Heyes,83 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",332,G,Action and Adventure|Art House and International,John Mathew Matthan,,155 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",333,R,Drama,Ingmar Bergman,Ingmar Bergman,103 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",334,R,Comedy|Drama,Tim Burton,Scott Alexander|Larry Karaszewski,124 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",335,NR,Drama|Mystery and Suspense,John Sturges,,101 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",336,NR,Drama,,,89 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",348,NR,Classics|Comedy,Frank Tashlin,Erna Lazarus,95 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",349,G,Kids and Family|Science Fiction and Fantasy,John Henderson,,83 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",350,NR,Classics|Horror|Science Fiction and Fantasy,,,80 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",352,PG,Drama|Romance,Michael Goldenberg,Michael Goldenberg,87 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",354,NR,Classics|Comedy|Musical and Performing Arts,David Butler,Frank Fenton|Harry Kurnitz|Lynn Root,95 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",361,NR,Drama|Special Interest,Roberto Sanchez Santos,,7 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",363,NR,Horror,Terence Fisher,Anthony Hinds|Jimmy Sangster,90 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",364,PG-13,Comedy|Horror,Barry Sonnenfeld,Paul Rudnick,94 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",365,R,Classics|Drama,Fred Haines,Fred Haines,105 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",366,PG,Drama,Timothy Hutton,Karen Janszen,98 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",368,G,Art House and International|Drama,Yasujiro Ozu,,134 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",369,R,Action and Adventure|Mystery and Suspense,Abel Ferrara,Alan Sharp|Elmore Leonard|James Borrelli,97 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",370,PG-13,Drama|Romance,Don Roos,Don Roos,106 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",372,NR,Comedy,Sam Hoffman,Sam Hoffman,93 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",373,R,Action and Adventure|Comedy|Drama|Mystery and Suspense,Damon Dash|David Daniel,Damon Dash|Charlie Murphy|Terrence Mosley,87 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",374,NR,Comedy|Musical and Performing Arts,Roy Del Ruth,Harry Clork|Dorothy Kingsley|Jerome Kern|Jack McGowan|Harry Clark|Oscar Hammerstein II,117 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",375,R,Comedy|Kids and Family|Television,Blair Treu,Kent Pierce,86 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",380,NR,Art House and International|Drama,Dan Verete,Danny Verete,83 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",384,NR,Classics|Comedy|Romance,George Stevens,,114 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",385,NR,Action and Adventure|Drama|Mystery and Suspense,Manfred Kohler,,93 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",386,PG,Action and Adventure|Classics|Horror,Bob Kelljan,Joan Torres|Raymond Koenig|Maurice Jules,95 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",387,NR,Action and Adventure|Classics|Western|Romance,Tom Gries,Tom Gries,109 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",390,PG-13,Action and Adventure|Science Fiction and Fantasy,Adam Silver|Ben Hayflick,Ben Hayflick|Adam Silver,94 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",391,PG,Comedy|Drama,Matt Clark,Hugh Leonard,102 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",392,R,Drama,Gregory Nava,Anna Thomas|Gregory Nava,125 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",393,PG,Classics|Drama,Richard Brooks,Richard Brooks,146 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",396,R,Art House and International|Comedy|Drama,Jonathan Demme,,113 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",397,PG,Classics|Drama,Elia Kazan,Tennessee Williams|Oscar Saul,122 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",400,PG-13,Action and Adventure,Roger Donaldson,Leslie Bohem,109 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",403,NR,Comedy|Science Fiction and Fantasy,Sidney Miller,,75 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",404,PG,Horror,Arthur Hiller,Steve Shagan|Bud Shrake|Martin Cruz Smith,103 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",406,PG,Action and Adventure|Art House and International|Drama|Kids and Family|Science Fiction and Fantasy,Vladimir Grammatikov,William Aldridge,95 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",408,PG,Action and Adventure|Drama|Mystery and Suspense,Tony Maylam,Tony Maylam|John Bailey,99 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",411,NR,Classics|Drama|Mystery and Suspense,Jack Bernhard,,78 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",412,R,Comedy|Science Fiction and Fantasy,William Sachs,William Sachs,95 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",413,NR,Action and Adventure|Art House and International|Science Fiction and Fantasy,Sarik Andreasyan,Andrey Gavrilov,100 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",414,PG-13,Art House and International|Comedy,Georges Lautner,,87 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",415,PG,Art House and International|Drama,Bernardo Bertolucci,Bernardo Bertolucci,98 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",420,NR,Classics|Drama|Musical and Performing Arts|Mystery and Suspense,Jack Webb,,95 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",421,NR,Art House and International|Comedy|Drama,Ettore Scola,,158 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",422,R,Comedy,Gerald Thomas,Dave Freeman,95 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",425,PG-13,Comedy,Mel Smith,Robin Driscoll|Richard Curtis|Rowan Atkinson,92 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",426,NR,Action and Adventure|Classics|Drama|Western,William Witney,,60 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",430,PG,Drama|Science Fiction and Fantasy,,Robert Bailey,88 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",435,NR,Art House and International|Comedy,Giuseppe Bertolucci,Roberto Benigni|Giuseppe Bertolucci,91 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",438,R,Action and Adventure,Bruce Malmuth,David Shaber|Paul Sylbert,100 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",439,NR,Art House and International|Comedy|Drama,Werner Herzog,Werner Herzog,108 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",440,R,Classics|Drama,Bryan Forbes,Bryan Forbes,120 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",442,R,Action and Adventure|Horror|Science Fiction and Fantasy,Tobe Hooper,,100 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",444,PG-13,Drama|Romance,Anthony Page,Leonard Gross,116 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",445,R,Comedy|Drama|Mystery and Suspense,Alan Rudolph,Claude Kerven|William Reilly,102 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",446,NR,Action and Adventure,William Beaudine,,69 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",447,R,Drama,Jack Nicholson,Jeremy Larner|Jack Nicholson,95 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",448,NR,Action and Adventure|Classics|Comedy|Drama,Ralph Nelson,Frank Tarloff|Peter Stone,116 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",450,PG,Comedy|Drama|Science Fiction and Fantasy|Romance,Stewart Raffill,,98 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",451,R,Drama|Mystery and Suspense,David Mamet,David Mamet,89 minutes
