title,studio,domestic_gross_x,foreign_gross,year,id_x,release_date,movie,production_budget,domestic_gross_y,worldwide_gross,id_y,rating,genre,director,writer,runtime
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",28,G,Classics|Comedy|Musical and Performing Arts|Romance,,Allan Weiss|Anthony Lawrence,90 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",29,PG,Action and Adventure|Drama|Science Fiction and Fantasy,Martyn Burke,,101 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",33,R,Action and Adventure|Drama|Mystery and Suspense,Keith Gordon,,114 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",35,R,Drama,Michael Polish,Michael Polish|Mark Polish,110 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",38,R,Art House and International|Classics|Horror|Mystery and Suspense,Roy Ward Baker,Anthony Hinds|John Elder,96 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",40,R,Drama,John Sayles,John Sayles,95 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",42,G,Action and Adventure|Classics|Drama|Mystery and Suspense,,Frederick Hugh Herbert,65 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",43,NR,Classics|Comedy|Musical and Performing Arts,William Wellman,Nunnally Johnson,75 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",45,PG,Comedy|Kids and Family,Steve Boyum,Jim Herzfeld|Dale Pollock,92 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",46,R,Comedy|Musical and Performing Arts,Peter Cattaneo,Simon Beaufoy|Simon Beaufor,91 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",48,NR,Action and Adventure|Drama|Western,Edward Dmytryk,Ranald MacDougall,73 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",49,R,Action and Adventure|Comedy|Mystery and Suspense,Andy Sidaris,Andy Sidaris,100 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",50,R,Action and Adventure|Drama,Ivan Nagy,Don Petersen|George Wislocki,99 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",51,NR,Mystery and Suspense,Terence Young,Jane-Howard Carrington|Robert Carrington,108 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",52,PG,Comedy|Drama|Romance,Jon Turteltaub,,103 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",53,PG,Drama|Romance,,,112 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",55,NR,Action and Adventure|Science Fiction and Fantasy,Henning Schellerup,,99 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",56,R,Drama,Allen Hughes|Albert Hughes,Michael Henry Brown|Albert Hughes|Allen Hughes,119 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",58,PG,Comedy|Romance,Woody Allen,Woody Allen,86 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",59,NR,Art House and International|Drama,Yimou Zhang,,91 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",60,R,Horror,Bill Froehlich,,95 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",63,R,Action and Adventure|Drama|Mystery and Suspense,,David Aaron Cohen|Kevin Jarre|Vincent Patrick|Robin Squibb|Karen Wookey|Gary Capo,111 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",64,PG-13,Comedy,Pat Proft,Pat Proft,86 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",68,NR,Classics|Drama,Anatole Litvak,John Wexley,106 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",69,R,Comedy,Ira Miller,,74 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",71,PG,Comedy,Alan Alda,Alan Alda|Gore Vidal,107 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",72,R,Action and Adventure|Classics|Drama,Otto Preminger,Wendell Mayes,165 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",74,R,Comedy|Drama,Terry Jones,David Leland,104 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",79,R,Action and Adventure|Drama|Mystery and Suspense,James Gray,James Gray,98 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",80,NR,Action and Adventure|Art House and International|Drama,Werner Herzog,Werner Herzog,110 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",83,G,Comedy|Drama|Kids and Family|Romance,Roy Rowland,Richard Flournoy,89 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",84,NR,Drama,,,186 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",85,NR,Drama,Ted Tetzlaff,Martin Rackin|Frank Davis,92 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",86,NR,Drama|Mystery and Suspense,William Beaudine,,67 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",88,R,Comedy|Romance,,,92 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",89,NR,Comedy|Musical and Performing Arts,,,123 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",90,NR,Drama|Musical and Performing Arts|Romance,Herbert Wilcox,Ken Englund,96 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",92,NR,Art House and International|Classics|Horror,John Gilling,Anthony Hinds|John Elder|Peter Bryan,90 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",93,R,Classics|Comedy|Drama|Romance,Ernst Lubitsch,Charles Brackett|Billy Wilder|Walter Reisch|Melchior Lengyel,110 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",94,R,Art House and International|Drama|Mystery and Suspense|Television,Cheryl Dunye,Catherine Crouch|Cheryl Dunye,90 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",96,R,Comedy|Drama,Richard Linklater,Eric Bogosian,118 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",98,NR,Comedy|Drama,Alan Hale,Beulah Marie Dix,104 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",100,NR,Comedy|Drama,Willem van de Sande Bakhuyzen,,108 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",101,R,Comedy|Drama|Television,Tommy Lee Wallace,,90 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",104,NR,Action and Adventure|Mystery and Suspense,Lech Majewski,,90 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",105,NR,Animation|Kids and Family|Special Interest,,,60 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",109,NR,Comedy|Drama,Mike Figgis,,55 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",110,PG,Classics|Comedy|Drama|Kids and Family|Science Fiction and Fantasy,Frank Capra,Frank Capra|Frances Goodrich|Albert Hackett,135 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",111,R,Drama|Mystery and Suspense,,,101 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",116,R,Art House and International|Comedy|Drama,Jane Campion,Gerard Lee|Jane Campion,97 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",119,R,Action and Adventure|Drama|Mystery and Suspense,Brian DePalma,Brian DePalma|David Koepp,107 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",120,PG,Comedy|Romance,Jerry Lewis,,109 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",121,PG-13,Comedy|Romance,Thomas Schlamme,Mike Myers|Robbie Fox|Carrie Fisher|Neil Mullarkey|Barbara Benedek,93 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",123,NR,Classics|Comedy|Special Interest,Robert Youngson,Robert Youngson,99 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",126,NR,Action and Adventure|Art House and International|Comedy,Sammo Hung Kam-Bo,,98 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",127,R,Drama|Horror|Mystery and Suspense,Adrian Lyne,Bruce Joel Rubin|Joel Blasberg,113 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",128,NR,Art House and International,Ye Ying|Zhang Li,,120 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",134,R,Drama|Horror|Mystery and Suspense,Guerdon Trueblood,Bryan Gindoff,98 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",137,NR,Art House and International|Drama,Mohsen Makhmalbaf,Mohsen Makhmalbaf,70 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",138,PG-13,Drama|Romance,Jon Avnet,Joan Didion|John Gregory Dunne,124 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",140,PG,Drama,Terrence Malick,Terrence Malick,93 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",142,NR,Comedy|Musical and Performing Arts,,Gene Towne,100 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",144,NR,Classics|Comedy|Romance,Leo McCarey,,90 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",145,R,Comedy,Tom Schulman,Tom Schulman,95 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",146,PG-13,Action and Adventure|Art House and International|Drama|Mystery and Suspense,Francesco Rosi,Tonino Guerra|Edmonde Charles-Roux,100 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",147,PG,Comedy,Herbert Ross,,96 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",149,NR,Action and Adventure|Art House and International|Comedy,Hark Tsui,Raymond To,104 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",150,NR,Classics|Drama|Mystery and Suspense|Science Fiction and Fantasy|Romance,Albert Lewin,Albert Lewin,123 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",152,R,Comedy|Romance,,,105 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",157,NR,Classics|Western|Romance,Anthony Mann,Reginald Rose,100 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",161,NR,Art House and International|Drama|Mystery and Suspense,Lance Comfort,,80 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",162,PG,Comedy|Kids and Family|Science Fiction and Fantasy,Greg Beeman,Ed Solomon|Chris Matheson,87 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",163,NR,Drama|Television,John Frankenheimer,,167 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",164,NR,Drama,Camille Poisson,Camille Poisson,93 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",167,,,,,
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",169,NR,Classics|Drama|Faith and Spirituality,,,106 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",171,NR,Classics|Comedy,Hal Walker,Melvin Frank|Norman Panama,90 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",174,NR,Comedy|Romance,Boris Sagal,Stanley Roberts,103 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",180,R,Drama|Mystery and Suspense,Uli Edel,Brad Mirman,99 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",181,R,Drama|Romance,Doug McHenry,,119 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",183,NR,Classics|Drama|Musical and Performing Arts,Archie Mayo,Karl Tunberg|Darrell Ware,98 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",184,NR,Action and Adventure|Drama|Mystery and Suspense,Irvin Kershner,Jean Rouverol|Hugo Butler,81 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",186,PG,Action and Adventure|Comedy|Drama|Musical and Performing Arts|Romance,David Kellogg,David Stenn,91 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",187,G,Action and Adventure|Kids and Family|Science Fiction and Fantasy,Michael Rubbo,Michael Rubbo,101 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",189,NR,Drama|Horror|Mystery and Suspense|Television,Daniel Sackheim,Anthony Spinner,94 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",192,R,Art House and International|Comedy|Drama|Romance,Eric Rohmer,Eric Rohmer,95 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",193,R,Art House and International|Drama,Jean-Loup Hubert,,104 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",194,NR,Classics|Comedy|Drama|Kids and Family,Vincente Minnelli|John Gay,John Gay,117 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",197,R,Action and Adventure|Art House and International|Drama,John Irvin,,104 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",199,NR,Drama,,Leon Butler,93 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",200,G,Classics|Comedy|Drama|Musical and Performing Arts,Leo McCarey,Frank Corvett|Frank Butler|Frank Cavett|Leo McCarey,126 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",201,R,Drama|Mystery and Suspense,Boaz Yakin,Boaz Yakin,110 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",204,PG-13,Action and Adventure|Art House and International|Comedy,Jackie Chan,Jackie Chan,90 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",205,NR,Art House and International|Classics|Horror|Science Fiction and Fantasy,,Henrik Galeen,63 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",206,R,Horror|Science Fiction and Fantasy,Don Coscarelli,Don Coscarelli,91 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",210,PG-13,Drama|Romance,Derek Cianfrance,Derek Cianfrance,132 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",212,PG-13,Comedy,Brian Hecker,Brian Hecker,79 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",213,NR,Classics|Drama|Musical and Performing Arts,Edoardo Anton|Henry Cass,,98 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",214,NR,Drama|Mystery and Suspense,,Muriel Roy Bolton and Ian McLellan Hunter,65 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",216,NR,Classics|Comedy,Lowell Sherman,Mae West|Harvey Thew|John Bright,65 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",219,PG,Action and Adventure|Art House and International|Classics|Drama,John Guillermin,David Pursall|Jack Seddon|Gerald Hanley|Ben Barzman|Basilio Franchina,156 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",221,PG,Classics|Drama,Richard Brooks,,147 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",222,G,Action and Adventure|Classics|Comedy|Musical and Performing Arts|Romance,Charles Walters,Sidney Sheldon,124 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",223,NR,Documentary|Musical and Performing Arts,,,54 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",224,G,Classics|Drama,Norman Jewison,,113 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",225,NR,Drama|Television,Bobby Roth,Maria Nation,93 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",226,R,Action and Adventure|Horror,Ronny Yu,Don Mancini,89 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",229,NR,Comedy,Val Guest,,85 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",232,PG,Action and Adventure|Drama|Science Fiction and Fantasy,David Carson,,117 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",233,PG-13,Comedy|Horror,Ron Underwood,,96 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",236,NR,Classics|Western,,,59 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",237,NR,Action and Adventure|Drama|Science Fiction and Fantasy|Television,Geoffrey Sax,Matthew Jacobs,85 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",239,PG,Comedy|Horror,,,80 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",240,NR,Classics|Comedy|Musical and Performing Arts|Romance,George Cukor|Ernst Lubitsch,Samson Raphaelson,80 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",246,PG-13,Action and Adventure|Art House and International|Comedy,Jackie Chan,Jackie Chan|Edward Tang,93 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",247,NR,Art House and International|Drama|Romance,,Ted Willis,93 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",248,R,Drama|Mystery and Suspense,Mike Barker,Ted Griffin,94 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",252,R,Horror|Mystery and Suspense,Robert Resnikoff,Robert Resnikoff,90 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",254,PG,Classics|Drama|Mystery and Suspense|Science Fiction and Fantasy,Richard Fleischer,,97 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",255,R,Horror,Renny Harlin,Brian Helgeland|Jim Wheat|Ken Wheat|William Kotzwinkle|Scott Pierce,93 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",256,R,Horror|Mystery and Suspense,Jack Bender,Don Mancini,90 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",258,NR,Art House and International|Drama,,,
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",259,NR,Drama|Horror|Mystery and Suspense,,Leif Holt,93 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",261,NR,Classics|Comedy|Drama|Musical and Performing Arts,David Butler,Harry Clork|William Jacobs|Harry Clark,98 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",264,R,Drama|Mystery and Suspense,Joseph Ruben,Ronald Bass|Bruce Joel Rubin|Lloyd Fonvielle,99 minutes
Fireflies in the Garden,,70600.0,3300000,2011,34,"Oct 14, 2011",Fireflies in the Garden,"$8,000,000","$36,884","$3,587,191",265,NR,Special Interest|Sports and Fitness,,,
